it,ft,bt,km,transmission,ownerNo,owner,model,modelYear,price,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size,Ground Clearance Unladen,City
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Honda WR-V,2017,₹ 6 Lakh,998 cc,Petrol,Third Party,51620 Kms,First Owner,,2015,4 Seats,Manual,2020,17.5 kmpl,1199 CC,88.7bhp@6000rpm,110Nm,5,Gold,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,3999mm,1734mm,1601mm,2555mm,,,1103kg,,5 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,164.26 kmph,15.31 Seconds,"Tubeless,Radial",5,363 Litres,16,16,,Kolkata
0,Petrol,Sedan,"25,314",Automatic,2,2nd Owner,Hyundai Verna,2018,₹ 8.10 Lakh,1498 cc,Petrol,Third Party,93097 Kms,First Owner,,2021,5 Seats,Automatic,2011,17 kmpl,1591 CC,121.3bhp@6400rpm,151Nm,5,Others,VTVT Petrol Engine,1591,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,,,No,No,4440mm,1729mm,1475mm,2600mm,,,1238,,6 Speed,FWD,5,Power,,Disc,Drum,158.83 kmph,12.04 Seconds,Tubeless,4,480,16,16,,Kolkata
0,Diesel,SUV,"51,620",Automatic,2,2nd Owner,Land Rover Range Rover Evoque,2018,₹ 34 Lakh,2993 cc,Diesel,Comprehensive,76672 Kms,First Owner,,2008,5 Seats,Automatic,2015,15.68 kmpl,1999 CC,177bhp@4000pm,430Nm,5,White,TD4 Diesel Engine,1999,430Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4360mm,2120mm,1635mm,2660mm,1621mm,1628mm,1810kg,2350kg,9 Speed,4WD,5,Power,5.65 metres,Disc,Disc,195 Kmph,9.0 Seconds,"Tubeless,Radial",5,575-litres,17,17,,Kolkata
0,Petrol,Sedan,"93,097",Manual,1,1st Owner,Volkswagen Vento,2012,₹ 2.87 Lakh,1596 cc,Petrol,Third Party insurance,42000 Kms,First Owner,,Aug 2017,7 Seats,Manual,2016,15.04 kmpl,1598 CC,103.6bhp@5250rpm,153Nm,5,Blue,In Line Petrol Engine,1598,153Nm@3800rpm,4.0,4.0,DOHC,MPFI,,,No,No,4384mm,1699mm,1466mm,2552mm,,,1130kg,1720kg,5 Speed,FWD,5,Power,5.4 metres,Disc,Drum,185km/hr,,"Tubeless,Radial",4,480-litres,15,15,,Kolkata
0,Petrol,Hatchback,"76,672",Manual,3,3rd Owner,Maruti Wagon R,2010,₹ 1.40 Lakh,1198 cc,Petrol,Third Party insurance,44226 Kms,First Owner,,Sept 2011,5 Seats,Manual,2019,18.9 kmpl,998 CC,67.1bhp@6200rpm,90Nm,5,Silver,K Series Petrol Engine,998,90Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3595mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,,,"Tubeless, Radial",4,,14,14,,Kolkata
0,Diesel,Sedan,"42,000",Manual,2,2nd Owner,Honda City,2015,₹ 5.25 Lakh,1956 cc,Diesel,Third Party insurance,30000 Kms,Second Owner,,May 2010,5 Seats,Manual,2007,25.1 kmpl,1498 CC,98.6bhp@3600rpm,200Nm,5,Maroon,i DTEC Diesel Engine ,1498,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,76.0 X 82.5 mm,16.0:1,Yes,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1165kg,,6 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,190 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,15,15,,Kolkata
0,Diesel,Sedan,"44,226",Automatic,3,3rd Owner,BMW 6 Series,2018,₹ 39 Lakh,999 cc,Diesel,Comprehensive,40000 Kms,First Owner,,2009,6 Seats,Automatic,2010,17.09 kmpl,2993 CC,261.4bhp@4000rpm,620Nm,4,White,Diesel Engine,2993,620Nm@2000-2500rpm,6.0,4.0,DOHC,CRDI,,,Yes,No,5091mm,1902mm,1538mm,3070mm,1615mm,1649mm,1885kg,2410kg,8 Speed,FWD,4,Power,,Disc,Disc,,6.1 Seconds,Runflat Tyres,4,,18,18,,Kolkata
0,Petrol,Sedan,"30,000",Manual,2,2nd Owner,Ford Fiesta,2009,₹ 1.20 Lakh,1490 cc,Petrol,Comprehensive,13400 Kms,First Owner,,Jun 2019,9 Seats,Manual,2021,15.3 kmpl,1596 CC,,,5,Silver,,1596,,4.0,4.0,,,,,,,,,,,,,1100kg,,,,5,Power,,,,,,"Tubeless,Radial",4,,15,15,,Kolkata
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Volkswagen Polo,2013,₹ 2 Lakh,1451 cc,Petrol,Comprehensive,19720 Kms,First Owner,,Jun 2022,5 Seats,Manual,2022,16.47 kmpl,1198 CC,74bhp@5400rpm,110Nm,5,Others,MPI Petrol Engine,1198,110Nm@3750rpm,3.0,4.0,DOHC,MPFI ,76.5 X 86.9 mm,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1049kg,1520kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280-liters,,,,Kolkata
0,Diesel,SUV,"13,400",Automatic,1,1st Owner,Jeep Meridian,2022,₹ 32.50 Lakh,2179 cc,Diesel,Comprehensive,4732 Kms,First Owner,,2018,5 Seats,Automatic,2016,15.7 kmpl,1956 CC,167.67bhp@3750rpm,350Nm,7,Green,2.0 L Multijet Diesel,1956,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4769mm,1859mm,1698mm,2782mm,,,1890kg,,9-Speed,AWD,7,,5.7m,Disc,Disc,198,10.8,"Tubeless, Radial",5,,18,18,,Kolkata
0,Petrol,Hatchback,"19,720",Manual,1,1st Owner,Renault KWID,2019,₹ 3.40 Lakh,998 cc,Petrol,Third Party insurance,38380 Kms,First Owner,,Sept 2021,5 Seats,Manual,2021,23.01 kmpl,999 CC,67bhp@5500rpm,91Nm,5,Brown,Petrol Engine,999,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,730,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,155.8 kmph,13.90 Seconds,"Tubeless,Radial",5,300,,,,Kolkata
0,Petrol,SUV,"4,732",Automatic,1,1st Owner,Maruti Grand Vitara,2023,₹ 19 Lakh,1199 cc,Petrol,Third Party insurance,67357 Kms,First Owner,,Jul 2015,5 Seats,Automatic,2020,27.97 kmpl,1490 CC,91.18bhp@5500rpm,122Nm,5,Blue,,1490,122Nm@4400-4800rpm,3.0,4.0,,,,,,,4345mm,1795,1645,2600,,,1290 - 1295,1755,eCVT,2WD,5,Power,5.4,Ventilated Disc,Solid Disc,,,"Tubeless, Radial",5,,17,17,,Kolkata
0,Petrol,SUV,"38,380",Automatic,1,1st Owner,MG Hector Plus,2021,₹ 15 Lakh,1197 cc,Petrol,Third Party,40000 Kms,First Owner,,Jun 2022,5 Seats,Automatic,2018,11.67 kmpl,1451 CC,141bhp@5000rpm,250nm,6,Black,1.5L Turbocharged Intercooled,1451,250nm@1600-3600rpm,4.0,4.0,,,,,YES,,4720mm,1835mm,1760mm,2750mm,,,1820,,6-speed DCT,,6,,,Disc,Disc,,,"Tubeless, Radial",5,155 L,R18,R18,192mm,Kolkata
0,Diesel,SUV,"67,357",Manual,1,1st Owner,Mahindra Scorpio,2010,₹ 2.95 Lakh,814 cc,Diesel,Third Party insurance,35912 Kms,First Owner,,Jan 2014,5 Seats,Manual,2019,12.05 kmpl,2179 CC,120bhp@4000rpm,290Nm,9,Green, mHawk CRDe Engine,2179,290Nm@1800-2800rpm,4.0,4.0,,CRDI,,,Yes,No,4430mm,1817mm,1975mm,2680mm,,,1870,2510kg,5 Speed,FWD,9,Power,5.6 metres,Disc,Drum,,,"Tubeless,Radial",5,,16,16,,Kolkata
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti Zen Estilo,2010,"₹ 99,000 ",1461 cc,Petrol,Third Party,22343 Kms,Third Owner,,2017,7 Seats,Manual,2021,19 kmpl,998 CC,67.1bhp@6200rpm,90Nm,5,Others,K Series Petrol Engine,998,90Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3600mm,1475mm,1595mm,2360mm,1295mm,1290mm,845kg,1275kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,160km/hr,16.26 Seconds,"Tubeless, Radial",5,,13,13,,Kolkata
0,Petrol,Hatchback,"35,912",Manual,1,1st Owner,Tata Tiago,2019,₹ 3.57 Lakh,998 cc,Petrol,Comprehensive,10000 Kms,First Owner,,Aug 2010,5 Seats,Manual,2014,23.84 kmpl,1199 CC,83.83bhp@6000rpm,114Nm,5,White,Revotron Engine,1199,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,970kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,,Tubeless,5,242,,,,Kolkata
0,Petrol,Hatchback,"22,343",Manual,1,1st Owner,Maruti Baleno,2019,₹ 5.44 Lakh,2179 cc,Petrol,Comprehensive,85735 Kms,First Owner,,2011,5 Seats,Manual,2010,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Blue,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,,,,Kolkata
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Hyundai EON,2013,₹ 2.10 Lakh,1197 cc,Petrol,Comprehensive,42792 Kms,First Owner,,Dec 2019,5 Seats,Manual,2018,21.1 kmpl,814 CC,55.2bhp@5500rpm,74.5Nm,5,Others,Petrol Engine,814,74.5Nm@4000rpm,3.0,3.0,SOHC,MPFI,,,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,860,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,135 Kmph,19 Seconds,Tubeless,5,215-litres,,,,Kolkata
0,Diesel,SUV,"85,735",Manual,2,2nd Owner,Renault Duster,2015,₹ 4.13 Lakh,1498 cc,Diesel,Third Party insurance,42503 Kms,Third Owner,,2018,7 Seats,Manual,2019,19.64 kmpl,1461 CC,108.45bhp@4000rpm,245Nm,5,Black,dCi THP Diesel Engine,1461,245Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1280,1795kg,6 Speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,168 Kmph,12.5 Seconds,Tubeless,5,475-litres,16,16,,Kolkata
0,Petrol,Hatchback,"42,792",Manual,1,1st Owner,Maruti Alto K10,2011,₹ 1.40 Lakh,1497 cc,Petrol,Comprehensive,96609 Kms,First Owner,,2020,5 Seats,Manual,2020,24.39 kmpl,998 CC,65.71bhp@5500rpm,89Nm,5,Orange,K10C,998,89Nm@3500rpm,3.0,4.0,,,,,,,3530mm,1490,1520,2380,,,765,,5 Speed,,5,Power,4.5,Disc,Drum,,,"Tubeless, Radial",5,214,,,,Kolkata
0,Diesel,SUV,"42,503",Manual,1,1st Owner,Mahindra Scorpio,2020,₹ 11.95 Lakh,2179 cc,Diesel,Third Party insurance,78990 Kms,First Owner,,Jun 2018,5 Seats,Manual,2017,,2179 CC,136.78bhp@3750rpm,319Nm,7,White,mHawk Diesel Engine,2179,319Nm@1800-2800rpm,4.0,4.0,,CRDi,,,Yes,,4456,1820,1995,2680,,,1725,2510,6 Speed,,7,,5.4,Ventilated Disc,Drum,,,"Radial, Tubeless",5,,,,,Kolkata
0,Petrol,Hatchback,"96,609",Manual,2,2nd Owner,Maruti Ritz,2011,₹ 1.40 Lakh,1086 cc,Petrol,Third Party insurance,51618 Kms,First Owner,,2021,5 Seats,Manual,2017,18.5 kmpl,1197 CC,85.80bhp@6000rpm,114Nm,5,Brown,K Series Petrol Engine ,1197,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1005kg,1430kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,156 Kmph,15 Seconds,"Tubeless,Radial",5,236-liters,,,,Kolkata
0,Diesel,Hatchback,"78,990",Manual,1,1st Owner,Honda Jazz,2015,₹ 2.50 Lakh,1798 cc,Diesel,Third Party insurance,83508 Kms,First Owner,,2015,5 Seats,Manual,2013,27.3 kmpl,1498 CC,98.6bhp@3600rpm,200Nm,5,Silver,i-DTEC Diesel Engine,1498,200Nm@1750rpm,4.0,4.0,DOHC,,,,Yes,No,3955mm,1694mm,1544mm,2530mm,,,1145kg,,6 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless, Radial",5,354-litres,,,,Kolkata
0,Petrol,Sedan,"51,618",Manual,2,2nd Owner,Honda City,2016,₹ 4.29 Lakh,1197 cc,Petrol,Third Party insurance,40000 Kms,First Owner,,Apr 2016,7 Seats,Manual,2010,17.8 kmpl,1497 CC,117.3bhp@6600rpm,145Nm,5,Others,i VTEC Engine,1497,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1049kg,,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,15,15,,Kolkata
0,Diesel,SUV,"83,508",Manual,2,2nd Owner,Mahindra XUV500,2019,₹ 11.11 Lakh,1197 cc,Diesel,Comprehensive,60000 Kms,Second Owner,,May 2022,5 Seats,Manual,2015,15.1 kmpl,2179 CC,152.87bhp@3750rpm,360Nm,7,Blue,mHawk Diesel Engine,2179,360Nm@1750-2800rpm,4.0,4.0,DOHC,Direct Injection,,16.5:1,Yes,No,4585mm,1890mm,1785mm,2700mm,1600mm,1600mm,1675,2510kg,6 Speed,FWD,7,Power,5.6 metres,Ventilated Disc,Disc,,,Tubeless Tyres,5,,17,17,,Kolkata
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai Santro Xing,2007,₹ 1 Lakh,2179 cc,Petrol,Third Party insurance,25000 Kms,Second Owner,,Jan 2014,5 Seats,Manual,2017,17.92 kmpl,1086 CC,62.1bhp@5500rpm,96.1Nm,5,Others,Petrol Engine ,1086,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,13,13,,Kolkata
0,Petrol,Sedan,"60,000",Automatic,2,2nd Owner,Skoda Superb,2010,₹ 2.65 Lakh,1199 cc,Petrol,Third Party insurance,14636 Kms,Second Owner,,Jul 2014,5 Seats,Automatic,2017,12.6 kmpl,1798 CC,"161.6 @ 4,500â€“6,200 (PS@rpm)",25.2 ,5,Others,In-Line Engine,1798,"25.2 @ 1,500â€“4,500 (kgm@rpm)",4.0,4.0,DOHC,Direct Injection,,,Yes,No,4838 mm,1817 mm,1482 mm,2761 mm,1545 mm,1561 mm,1567kg,2091kg,7 Speed,FWD,5,Power,,Disc,Disc,,,"Tubeless,Radial",4,565 Litres,16,16,,Kolkata
0,Petrol,SUV,"25,000",Automatic,1,1st Owner,Mahindra XUV300,2021,₹ 10.25 Lakh,1197 cc,Petrol,Third Party insurance,80000 Kms,First Owner,,Jul 2018,5 Seats,Automatic,2014,16.5 kmpl,1197 CC,108.62bhp@5000rpm,200Nm,5,Red,1.2L Petrol,1197,200Nm@2000-3500rpm,3.0,4.0,,,,,Yes,,3995mm,1821mm,1627mm,2600mm,,,1450,,6 Speed,,5,Power,5.3,Disc,Disc,,,"Tubeless, Radial",5,,16,16,,Kolkata
0,Petrol,Hatchback,"14,636",Manual,1,1st Owner,Hyundai i20,2022,₹ 8.55 Lakh,1591 cc,Petrol,Third Party,20000 Kms,First Owner,,Sept 2021,5 Seats,Manual,2022,21 kmpl,1197 CC,81.80bhp@6000rpm,114.74Nm,5,Blue,1.2 l Kappa petrol,1197,114.74Nm@4200rpm,4.0,4.0,,,,,No,,3995mm,1775mm,1505mm,2580mm,,,1170,,5 Speed,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,311,16,16,,Kolkata
0,Diesel,SUV,"80,000",Manual,2,2nd Owner,Mahindra XUV500,2016,₹ 7 Lakh,1956 cc,Diesel,Third Party,20000 Kms,First Owner,,Jan 2022,5 Seats,Manual,2018,16 kmpl,2179 CC,140bhp@3750rpm,330Nm,7,Others,mHawk Diesel Engine,2179,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1860,2510kg,6 Speed,FWD,7,Power,5.6 metres,Disc,Disc,185 Kmph,10 Seconds,Tubeless Tyres,5,720-litres,17,17,,Kolkata
0,Petrol,Sedan,"20,000",Automatic,1,1st Owner,Honda Amaze,2021,₹ 8.30 Lakh,1197 cc,Petrol,Third Party insurance,13000 Kms,First Owner,,Oct 2019,5 Seats,Automatic,2019,18.3 kmpl,1199 CC,88.50bhp@6000rpm,110Nm,5,Others,i-VTEC,1199,110Nm@4800rpm,4.0,4.0,SOHC,,,,,,3995mm,1695,1498-1501,2470,,,945-957,,CVT,,5,Electric,4.7,Disc,Drum,,,"Radial, Tubeless",4,420,15,15,,Kolkata
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Hyundai Aura,2020,₹ 6.91 Lakh,1086 cc,Petrol,Third Party,22000 Kms,First Owner,,Jul 2021,5 Seats,Manual,2015,20.5 kmpl,1197 CC,81.86bhp@6000rpm,113.8nm,5,White,1.2 l Kappa dual petrol,1197,113.8nm@4000rpm,4.0,4.0,,,,,No,,3995mm,1680,1520,2450,,,1090,,5-Speed,,5,Electric,,Disc,Drum,,,"Tubeless,Radial",4,,15,15,,Kolkata
0,Petrol,Sedan,"13,000",Manual,1,1st Owner,Hyundai Verna,2018,₹ 7.99 Lakh,1197 cc,Petrol,Third Party,20000 Kms,First Owner,,Mar 2022,5 Seats,Manual,2021,17 kmpl,1591 CC,121.3bhp@6400rpm,151Nm,5,Brown,VTVT Petrol Engine,1591,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,,,No,No,4440mm,1729mm,1475mm,2600mm,,,1228,,6 Speed,FWD,5,Power,,Disc,Drum,,11.31 Seconds,Tubeless,4,480,16,16,,Kolkata
0,Diesel,SUV,"22,000",Manual,1,1st Owner,Jeep Compass,2019,₹ 15.50 Lakh,1497 cc,Diesel,Comprehensive,59005 Kms,Third Owner,,Feb 2014,5 Seats,Manual,2008,17.1 kmpl,1956 CC,170.63bhp@3750rpm,350Nm,5,White,2.0-Litre 4-Cyl Multijet II Engine,1956,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,6 Speed,4X2,5,power,,Disc,Discs,,,"Radial, Tubless",5,408-litres,18,18,,Kolkata
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Maruti Swift Dzire,2021,₹ 7.50 Lakh,796 cc,Petrol,Third Party insurance,71156 Kms,Second Owner,,Sept 2022,5 Seats,Manual,2017,22.41 kmpl,1197 CC,88.50bhp@6000rpm,113Nm,5,Others,,1197,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,,,"Tubeless, Radial",4,378,15,15,160,Kolkata
0,Petrol,Hatchback,"59,005",Manual,1,1st Owner,Hyundai Santro Xing,2014,₹ 1.78 Lakh,1086 cc,Petrol,Third Party,50000 Kms,Second Owner,,Nov 2021,5 Seats,Manual,2011,17.92 kmpl,1086 CC,62.1bhp@5500rpm,96.1Nm,5,White,Petrol Engine ,1086,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,13,13,,Kolkata
0,Petrol,Hatchback,"71,156",Manual,2,2nd Owner,Maruti Swift,2010,₹ 1.63 Lakh,1582 cc,Petrol,Third Party insurance,2707 Kms,First Owner,,Mar 2021,5 Seats,Manual,2010,22.38 kmpl,1197 CC,88.50bhp@6000rpm,113Nm,5,Others,K Series Dual jet,1197,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,,,Kolkata
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Honda City,2018,₹ 6.62 Lakh,1047 cc,Petrol,Third Party,78211 Kms,First Owner,,2021,5 Seats,Manual,2009,17.4 kmpl,1497 CC,117.6bhp@6600rpm,145Nm,5,Golden Brown,i VTEC Engine,1497,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1490mm,1480mm,1061kg,1436kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,189 kmph,9.64 Seconds,"Tubeless,Radial",4,510,15,15,,Kolkata
0,Petrol,Hatchback,"2,707",Manual,1,1st Owner,Maruti Alto 800,2019,₹ 2.80 Lakh,1399 cc,Petrol,Third Party insurance,67793 Kms,First Owner,,Nov 2014,5 Seats,Manual,2018,22.05 kmpl,796 CC,47.33bhp@6000rpm,69Nm,5,White,F8D Petrol Engine,796,69Nm@3500rpm,3.0,4.0,,,,,,,3445,1515,1475,2360,1295,1290,755,1185,5 Speed,,5,,4.6,Disc,Drum,,,Tubeless Tyres,5,,,,,Kolkata
0,Petrol,Hatchback,"78,211",Manual,1,1st Owner,Hyundai Santro,2020,₹ 3.72 Lakh,998 cc,Petrol,Third Party,48548 Kms,Second Owner,,Mar 2021,5 Seats,Manual,2021,20.3 kmpl,1086 CC,68.05bhp@5500rpm,99Nm,5,White,1.1 L Petrol,1086,99Nm@4500 rpm,4.0,3.0,SOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1476,1494,990,,5 Speed,FWD,5,Electric,,Disc,Drum,,,"Tubeless,Radial",5,235,,,,Kolkata
0,Diesel,Sedan,"67,793",Manual,1,1st Owner,Hyundai Verna,2017,₹ 6 Lakh,1591 cc,Diesel,Comprehensive,150000 Kms,First Owner,,2010,5 Seats,Manual,2018,22 kmpl,1582 CC,126.2bhp@4000rpm,259.87nm,5,Silver,U2 VGT Diesel Engine,1582,259.87nm@1500-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4440mm,1729mm,1475mm,2600mm,,,1235,,6 Speed,,5,Power,,Disc,Drum,,,Tubeless,4,480 Liters,,,,Kolkata
0,Diesel,Hatchback,"48,548",Manual,1,1st Owner,Tata Tiago,2017,₹ 3.11 Lakh,1582 cc,Diesel,Third Party insurance,46559 Kms,First Owner,,Oct 2021,5 Seats,Manual,2021,27.28 kmpl,1047 CC,69bhp@4000rpm,140Nm,5,White,Revotorq Engine,1047,140Nm@1800-3000rpm,3.0,4.0,DOHC,CRDi,75 X 79 mm,16:1,Yes,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1050kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,16.29 seconds,Tubeless,5,242-litres,,,,Kolkata
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Ford Fiesta Classic,2013,₹ 2 Lakh,2143 cc,Diesel,Comprehensive,93177 Kms,First Owner,,Dec 2016,5 Seats,Manual,2015,19.68 kmpl,1399 CC,67bhp@4000rpm,160Nm,5,Others,In-Line Engine,1399,160Nm@2000rpm,4.0,2.0,SOHC,Advanced Common Rail,,18:1,Yes,No,4282mm,1686mm,1468mm,2486mm,1474mm,1444mm,1150kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated Disc,Self Adjusting Drums,165 Kmph,12.8 Seconds,"Tubeless,Radial",4,430-litres,14,14,,Kolkata
0,Petrol,Hatchback,"46,559",Manual,1,1st Owner,Maruti A-Star,2010,₹ 1.62 Lakh,1197 cc,Petrol,Comprehensive,60000 Kms,First Owner,,Nov 2013,5 Seats,Manual,2022,19 kmpl,998 CC,66.1bhp@6200rpm,90Nm,5,Blue,K Series Petrol Engine,998,90Nm@3500rpm,3.0,4.0,,MPFI,73.0 X 79.5 mm,10:1,No,No,3500mm,1600mm,1490mm,2360mm,1405mm,1400mm,860-895kg,1320kg,5 Speed,FWD,5,Power,4.5metres,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,13,13,,Kolkata
0,Petrol,SUV,"93,177",Manual,1,1st Owner,Hyundai Creta,2015,₹ 5.27 Lakh,1197 cc,Petrol,Third Party insurance,60001 Kms,First Owner,,Sept 2019,5 Seats,Manual,2013,15.29 kmpl,1591 CC,121.3bhp@6400rpm,151Nm,5,Blue,VTVT Petrol Engine,1591,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,,,No,No,4270mm,1780mm,1630mm,2590mm,,,"1,310",,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,165 Kmph,10.5 Seconds,Tubeless,5,400-litres,,,,Kolkata
0,Diesel,Sedan,"60,000",Automatic,3,3rd Owner,Hyundai Elantra,2017,₹ 8 Lakh,1368 cc,Diesel,Third Party insurance,45000 Kms,First Owner,,Apr 2014,5 Seats,Automatic,2017,18.23 kmpl,1582 CC,126.2bhp@4000rpm,259.88Nm,5,Others,U2 VGT CRDi Diesel Engine,1582,259.88Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,81.0 X 87.2mm,17.3:1,Yes,No,4570mm,1800mm,1465mm,2700mm,1555mm,1564mm,1240,,6 Speed,FWD,5,Power,,Disc,Disc,191 Kmph,,"Tubeless,Radial",4,420,16,16,,Kolkata
0,Diesel,SUV,"60,001",Automatic,1,1st Owner,Mercedes-Benz GLC,2017,₹ 27.50 Lakh,1582 cc,Diesel,Third Party insurance,10000 Kms,First Owner,,Nov 2017,5 Seats,Automatic,2010,17.9 kmpl,2143 CC,170bhp@3000-4200rpm,400Nm,5,Brown,Diesel Engine,2143,400Nm@1400-2800rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4656 mm,1890 mm,1639 mm,2873 mm,1621 mm,1617 mm,1954 kg,2505 kg,9 Speed,AWD,5,Power,,Disc,Drum,210 Kmph,8.3 Sec,"Tubeless,Radial",5,550 Litre,18,18,,Kolkata
