bt,ownerNo,modelYear,price,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City
Sedan,1,2019,₹ 9.17 Lakh,Petrol,Third Party insurance,31055 Kms,Automatic,2019.0,18 kmpl,CVT,Kolkata
Sedan,1,2013,₹ 1 Lakh,Diesel,Comprehensive,25695 Kms,Manual,2019.0,12.8 kmpl,5 Speed,Kolkata
Sedan,1,2019,₹ 8.67 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2021.0,17 kmpl,6 Speed,Kolkata
SUV,1,2021,₹ 8.27 Lakh,Petrol,Comprehensive,24181 Kms,Manual,2022.0,16.42 kmpl,5-Speed,Kolkata
Hatchback,1,2021,₹ 4.20 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2022.0,21.7 kmpl,5 Speed,Kolkata
SUV,1,2019,₹ 9.42 Lakh,Diesel,Third Party insurance,42970 Kms,Manual,2020.0,20 kmpl,6 Speed,Kolkata
SUV,1,2020,₹ 13 Lakh,Diesel,Third Party insurance,12541 Kms,Automatic,2015.0,18 kmpl,6-Speed,Kolkata
SUV,1,2020,₹ 8.04 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2017.0,16.42 kmpl,5-Speed,Kolkata
Hatchback,2,2012,₹ 1.79 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2010.0,19.7 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 5.50 Lakh,Petrol,Third Party insurance,49817 Kms,Manual,2020.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,2,2021,₹ 6.50 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2019.0,20.7 kmpl,5-Speed,Kolkata
Sedan,1,2015,₹ 4.49 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2021.0,16.8 kmpl,5 Speed,Kolkata
Hatchback,2,2021,₹ 6.50 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2017.0,20.7 kmpl,5-Speed,Kolkata
Hatchback,2,2016,₹ 2.50 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2016.0,23.01 kmpl,5 Speed,Kolkata
SUV,2,2022,₹ 8.21 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2019.0,17.33 kmpl,6 Speed,Kolkata
Hatchback,1,2013,₹ 3 Lakh,Diesel,Comprehensive,80000 Kms,Manual,2019.0,24 kmpl,5 Speed,Kolkata
MUV,2,2021,₹ 9.50 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2019.0,19.01 kmpl,5-Speed,Kolkata
SUV,2,2015,₹ 7 Lakh,Diesel,Third Party insurance,6347 Kms,Manual,2020.0,16 kmpl,6 Speed,Kolkata
Sedan,2,2014,₹ 2.80 Lakh,Diesel,Comprehensive,19437 Kms,Manual,2015.0,24.4 kmpl,5 Speed ,Kolkata
Hatchback,1,2020,₹ 6.63 Lakh,Petrol,Comprehensive,61262 Kms,Manual,2019.0,21.21 kmpl,5,Kolkata
Hatchback,2,2019,₹ 5.59 Lakh,Petrol,Comprehensive,6059 Kms,Automatic,2017.0,20.89 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 5 Lakh,Diesel,Comprehensive,9134 Kms,Manual,2014.0,28.4 kmpl,5,Kolkata
SUV,1,2021,₹ 9.34 Lakh,Petrol,Third Party insurance,23092 Kms,Manual,2017.0,17.33 kmpl,6 Speed,Kolkata
Hatchback,1,2022,₹ 9.14 Lakh,Diesel,Comprehensive,33937 Kms,Manual,2014.0,23.64 kmpl,5-Speed,Kolkata
Hatchback,1,2022,₹ 8.40 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2015.0,21.4 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 6.84 Lakh,Diesel,Third Party insurance,49134 Kms,Manual,2021.0,23.64 kmpl,5-Speed,Kolkata
Sedan,1,2015,₹ 5.24 Lakh,Petrol,Third Party insurance,71900 Kms,Manual,2020.0,20.73 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 4.42 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2022.0,17.71 kmpl,5 Speed,Kolkata
Hatchback,2,2010,₹ 1.92 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2019.0,21.1 kmpl,5-Speed,Kolkata
Hatchback,1,2020,₹ 5.80 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2013.0,21.79 kmpl,5 Speed,Kolkata
Sedan,1,2019,₹ 38 Lakh,Diesel,Third Party insurance,22336 Kms,Automatic,2018.0,18.12 kmpl,8 Speed,Kolkata
Sedan,1,2021,₹ 8.29 Lakh,Petrol,Comprehensive,30000 Kms,Automatic,2014.0,18.3 kmpl,CVT,Kolkata
SUV,1,2017,₹ 26.49 Lakh,Diesel,Third Party insurance,10000 Kms,Automatic,2018.0,10.91 kmpl,6 Speed,Kolkata
SUV,1,2016,₹ 19.50 Lakh,Diesel,Third Party insurance,48384 Kms,Automatic,2017.0,20.68 kmpl,8 Speed,Kolkata
Hatchback,2,2019,₹ 6 Lakh,Petrol,Comprehensive,32000 Kms,Manual,2016.0,18.6 kmpl,5 Speed,Kolkata
Sedan,1,2019,₹ 7.75 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2019.0,17.4 kmpl,5 Speed,Kolkata
SUV,1,2019,₹ 13.65 Lakh,Petrol,Comprehensive,56023 Kms,Automatic,2017.0,13.96 kmpl,6 Speed,Kolkata
Sedan,1,2020,₹ 8.50 Lakh,Petrol,Third Party insurance,60840 Kms,Manual,2014.0,14.3 kmpl,5 Speed,Kolkata
Sedan,1,2015,₹ 4.35 Lakh,Petrol,Comprehensive,18984 Kms,Manual,2016.0,16.78 kmpl,5 Speed,Kolkata
Sedan,2,2019,₹ 9.56 Lakh,Diesel,Third Party insurance,50000 Kms,Manual,2020.0,22.54 kmpl,6 Speed,Kolkata
Hatchback,1,2017,₹ 4.31 Lakh,Petrol,Third Party insurance,115173 Kms,Automatic,2020.0,19.34 kmpl,CVT,Kolkata
MUV,1,2014,₹ 5.75 Lakh,Petrol,Comprehensive,26251 Kms,Manual,2014.0,16.02 kmpl,5 Speed ,Kolkata
Sedan,1,2017,₹ 4.32 Lakh,Diesel,Third Party insurance,35700 Kms,Manual,2020.0,22.95 kmpl,5 Speed,Kolkata
Hatchback,1,2014,₹ 2.55 Lakh,Petrol,Third Party insurance,6230 Kms,Manual,2020.0,20.92 kmpl,5 Speed,Kolkata
SUV,2,2015,₹ 16.75 Lakh,Diesel,Comprehensive,30000 Kms,Automatic,2019.0,17.9 kmpl,7 Speed 7G-DCT,Kolkata
Hatchback,2,2021,₹ 4.79 Lakh,Petrol,Third Party insurance,25228 Kms,Automatic,2021.0,21.7 kmpl,AGS,Kolkata
SUV,1,2020,₹ 7.63 Lakh,Petrol,Third Party insurance,46717 Kms,Manual,2011.0,17.33 kmpl,6 Speed,Kolkata
Sedan,1,2022,₹ 8.46 Lakh,Petrol,Third Party,20000 Kms,Automatic,2021.0,18.3 kmpl,CVT,Kolkata
SUV,1,2019,₹ 9.99 Lakh,Petrol,Comprehensive,120000 Kms,Manual,2021.0,15.8 kmpl,6 Speed,Kolkata
Hatchback,1,2013,₹ 2.80 Lakh,Petrol,Third Party,65000 Kms,Manual,2013.0,20.36 kmpl,5 Speed,Kolkata
MUV,1,2018,₹ 7.75 Lakh,Petrol,Third Party insurance,91000 Kms,Automatic,2015.0,18.69 kmpl,4 Speed,Kolkata
Sedan,1,2014,₹ 3.50 Lakh,Diesel,Third Party insurance,45000 Kms,Manual,2019.0,20.5 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 4.45 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2020.0,19.5 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 5 Lakh,Petrol,Third Party,30000 Kms,Manual,2016.0,17.19 kmpl,5 Speed,Kolkata
Coupe,1,2016,₹ 2.10 Crore,Petrol,Third Party insurance,60000 Kms,Automatic,2008.0,12.65 kmpl,7 Speed,Kolkata
Sedan,1,2019,₹ 8.25 Lakh,Petrol,Comprehensive,56000 Kms,Manual,2018.0,21.56 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 5.10 Lakh,Petrol,Third Party insurance,54419 Kms,Manual,2014.0,21.4 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 3.25 Lakh,Petrol,Comprehensive,22746 Kms,Manual,2017.0,16.78 kmpl,5 Speed,Kolkata
Sedan,1,2016,₹ 5 Lakh,Petrol,Comprehensive,5385 Kms,Manual,2011.0,17.01 kmpl,5 Speed,Kolkata
MUV,1,2020,₹ 6.40 Lakh,Petrol,Comprehensive,40375 Kms,Automatic,2016.0,18.2 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 3.34 Lakh,Petrol,Comprehensive,10837 Kms,Manual,2021.0,22.05 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 12.50 Lakh,Diesel,Comprehensive,4521 Kms,Automatic,2014.0,17.68 kmpl,8 Speed,Kolkata
Hatchback,1,2020,₹ 7.74 Lakh,Petrol,Third Party insurance,25990 Kms,Automatic,2016.0,20.28 kmpl,7 Speed DCT,Kolkata
Hatchback,1,2020,₹ 3.26 Lakh,Petrol,Comprehensive,6805 Kms,Manual,2016.0,22.05 kmpl,5 Speed,Kolkata
Sedan,2,2019,₹ 24 Lakh,Diesel,Comprehensive,47000 Kms,Automatic,2022.0,22.69 kmpl,8 Speed,Kolkata
Sedan,1,2021,₹ 6.34 Lakh,Petrol,Third Party insurance,23733 Kms,Manual,2020.0,22.41 kmpl,5 Speed,Kolkata
Sedan,1,2011,₹ 8.25 Lakh,Diesel,Third Party insurance,9473 Kms,Automatic,2022.0,14.94 kmpl,7 Speed,Kolkata
Hatchback,1,2021,₹ 4.58 Lakh,Petrol,Third Party insurance,150000 Kms,Automatic,2019.0,21.7 kmpl,AGS,Kolkata
Hatchback,1,2021,₹ 4.14 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2019.0,21.7 kmpl,5 Speed,Kolkata
SUV,1,2013,₹ 3.10 Lakh,Diesel,Third Party insurance,38200 Kms,Manual,2020.0,19.01 kmpl,6 Speed,Kolkata
Sedan,2,2015,₹ 4.50 Lakh,Petrol,Comprehensive,76187 Kms,Automatic,2015.0,16.9 kmpl,4 Speed ,Kolkata
SUV,2,2019,₹ 44.95 Lakh,Diesel,Third Party insurance,40000 Kms,Automatic,2007.0,11.2 kmpl,8 Speed,Kolkata
SUV,1,2020,₹ 20.25 Lakh,Diesel,Third Party insurance,89398 Kms,Automatic,2021.0,12.05 kmpl,Mercedes Benz 7 Speed Automatic,Kolkata
SUV,1,2016,₹ 24.60 Lakh,Diesel,Third Party insurance,50000 Kms,Automatic,2018.0,16.55 kmpl,8 Speed,Kolkata
Sedan,3,2008,₹ 5 Lakh,Petrol,Comprehensive,70000 Kms,Automatic,2022.0,11.7 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 9 Lakh,Petrol,Comprehensive,37000 Kms,Manual,2010.0,17 kmpl,6 Speed,Kolkata
Sedan,3,2014,₹ 12 Lakh,Petrol,Comprehensive,42000 Kms,Automatic,2013.0,19.16 kmpl,6 Speed ,Kolkata
SUV,1,2017,₹ 4 Lakh,Diesel,Comprehensive,19392 Kms,Manual,2019.0,18.49 kmpl,5 Speed,Kolkata
Hatchback,2,2011,₹ 1.49 Lakh,Petrol,Comprehensive,9522 Kms,Manual,2017.0,15.6 kmpl,5 Speed,Kolkata
Hatchback,1,2016,₹ 3.24 Lakh,Petrol,Comprehensive,28880 Kms,Automatic,2021.0,23.95 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 3.56 Lakh,Petrol,Third Party insurance,19003 Kms,Manual,2021.0,22.05 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 2.95 Lakh,Petrol,Comprehensive,28329 Kms,Manual,2019.0,18 kmpl,5 Speed,Kolkata
Hatchback,1,2016,₹ 2.30 Lakh,Petrol,Third Party insurance,9326 Kms,Manual,2019.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,1,2016,₹ 2.68 Lakh,Petrol,Comprehensive,47584 Kms,Manual,2016.0,22.74 kmpl,5 Speed,Kolkata
Hatchback,1,2022,₹ 6.90 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2018.0,21 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 5.49 Lakh,Petrol,Comprehensive,24021 Kms,Manual,2018.0,21.21 kmpl,5,Kolkata
SUV,2,2022,₹ 16 Lakh,Petrol,Comprehensive,44094 Kms,Manual,2019.0,16.5 kmpl,6-Speed,Kolkata
Hatchback,1,2019,₹ 4.87 Lakh,Petrol,Comprehensive,45107 Kms,Manual,2015.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,2,2019,₹ 3.02 Lakh,Petrol,Comprehensive,9470 Kms,Manual,2021.0,23.95 kmpl,5 Speed,Kolkata
SUV,1,2020,₹ 17.50 Lakh,Diesel,Comprehensive,125000 Kms,Automatic,2008.0,17.1 kmpl,6 Speed,Kolkata
Sedan,1,2015,₹ 4.25 Lakh,Petrol,Comprehensive,7000 Kms,Automatic,2013.0,18.5 kmpl,4 Speed ,Kolkata
MUV,1,2007,₹ 2.84 Lakh,Diesel,Third Party insurance,73000 Kms,Manual,2016.0,12.99 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 4.30 Lakh,Petrol,Comprehensive,11000 Kms,Manual,2020.0,21.7 kmpl,5 Speed,Kolkata
Hatchback,1,2018,₹ 4.45 Lakh,Diesel,Third Party insurance,30000 Kms,Manual,2019.0,27.39 kmpl,5 Speed,Kolkata
SUV,1,2022,₹ 11.99 Lakh,Petrol,Comprehensive,35500 Kms,Manual,2018.0,19.89 kmpl,5-Speed,Kolkata
Hatchback,1,2010,₹ 1.70 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2018.0,20.36 kmpl,5 Speed,Kolkata
SUV,1,2013,₹ 3.50 Lakh,Diesel,Third Party insurance,43000 Kms,Manual,2020.0,20.45 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 5.25 Lakh,Petrol,Third Party insurance,34144 Kms,Automatic,2018.0,22 kmpl,5,Kolkata
Hatchback,2,2017,₹ 3.85 Lakh,Diesel,Comprehensive,6669 Kms,Manual,2015.0,24 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 4.98 Lakh,CNG,Comprehensive,22618 Kms,Manual,2008.0,32.52 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 6.25 Lakh,Petrol,Comprehensive,27042 Kms,Manual,2018.0,20.7 kmpl,5-Speed,Kolkata
Hatchback,1,2019,₹ 4.94 Lakh,Petrol,Comprehensive,38224 Kms,Manual,2020.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 4.62 Lakh,CNG,Comprehensive,23379 Kms,Manual,2017.0,32.52 kmpl,5 Speed,Kolkata
SUV,1,2016,₹ 7.10 Lakh,Petrol,Comprehensive,47000 Kms,Manual,2017.0,13 kmpl,6 Speed,Kolkata
Sedan,1,2018,₹ 8.89 Lakh,Petrol,Comprehensive,21388 Kms,Automatic,2019.0,18 kmpl,CVT,Kolkata
Sedan,1,2018,₹ 20.99 Lakh,Diesel,Third Party insurance,23005 Kms,Automatic,2021.0,17.9 kmpl,7 Speed,Kolkata
Hatchback,1,2019,₹ 3.04 Lakh,Petrol,Third Party insurance,7308 Kms,Manual,2020.0,22.05 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 3.08 Lakh,Petrol,Third Party insurance,90000 Kms,Manual,2021.0,18.9 kmpl,5 Speed,Kolkata
Sedan,1,2021,₹ 15.50 Lakh,Petrol,Comprehensive,60000 Kms,Automatic,2021.0,14.62 kmpl,6 Speed,Kolkata
Sedan,1,2008,₹ 5 Lakh,Diesel,Third Party insurance,60000 Kms,Automatic,2010.0,13.2 kmpl,6 Speed,Kolkata
Hatchback,1,2013,₹ 1.50 Lakh,Petrol,Comprehensive,36674 Kms,Manual,2006.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,1,2016,₹ 3.95 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2014.0,16.2 kmpl,5 Speed,Kolkata
SUV,1,2020,₹ 14 Lakh,Petrol,Comprehensive,17153 Kms,Automatic,2015.0,16.5 kmpl,7-Speed DCT,Kolkata
Hatchback,1,2019,₹ 4.50 Lakh,Petrol,Third Party insurance,39000 Kms,Automatic,2017.0,21.79 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 4.95 Lakh,Petrol,Comprehensive,32165 Kms,Manual,2012.0,19 kmpl,5 Speed,Kolkata
SUV,1,2018,₹ 10.78 Lakh,Diesel,Third Party insurance,27447 Kms,Manual,2012.0,16 kmpl,6 Speed,Kolkata
Hatchback,1,2020,₹ 4.60 Lakh,Petrol,Comprehensive,26305 Kms,Manual,2010.0,21.79 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 5.60 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2015.0,15.41 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 2.59 Lakh,Petrol,Comprehensive,17024 Kms,Manual,2021.0,22.74 kmpl,5 Speed,Kolkata
Hatchback,1,2008,₹ 1.30 Lakh,Petrol,Comprehensive,9243 Kms,Manual,2015.0,19.7 kmpl,5 Speed,Kolkata
Hatchback,2,2018,₹ 2.72 Lakh,Petrol,Third Party insurance,100000 Kms,Manual,2015.0,22.7 kmpl,5-Speed,Kolkata
Sedan,1,2020,₹ 9.82 Lakh,Petrol,Comprehensive,19280 Kms,Automatic,2014.0,18.3 kmpl,CVT,Kolkata
Sedan,1,2017,₹ 4.25 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2018.0,15.41 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 2.97 Lakh,Petrol,Comprehensive,9646 Kms,Manual,2017.0,20.63 kmpl,5 Speed,Kolkata
SUV,1,2019,₹ 7.50 Lakh,Petrol,Comprehensive,11344 Kms,Manual,2021.0,18.27 kmpl,6-Speed,Kolkata
Sedan,1,2021,₹ 6.58 Lakh,Petrol,Third Party insurance,17899 Kms,Manual,2021.0,22.41 kmpl,5 Speed,Kolkata
SUV,1,2020,₹ 7.50 Lakh,Petrol,Third Party insurance,6000 Kms,Manual,2014.0,18.55 kmpl,5 Speed,Kolkata
Sedan,1,2021,₹ 46 Lakh,Petrol,Third Party,80000 Kms,Automatic,2022.0,16.13 kmpl,8-Speed Steptronic Sport Automatic Transmission,Kolkata
Hatchback,0,2021,₹ 4.49 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2017.0,23.01 kmpl,5 Speed,Kolkata
Hatchback,1,2010,₹ 1.50 Lakh,Petrol,Third Party insurance,35000 Kms,Manual,2016.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,1,2006,"₹ 99,703 ",Diesel,Third Party insurance,31244 Kms,Manual,2009.0,17.88 kmpl,5 Speed,Kolkata
Hatchback,2,2014,₹ 4.50 Lakh,Diesel,Third Party insurance,40000 Kms,Manual,2016.0,22.54 kmpl,6 Speed,Kolkata
MUV,2,2015,₹ 5.65 Lakh,Petrol,Comprehensive,30000 Kms,Manual,2012.0,17.5 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 4.10 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2014.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,2,2012,₹ 1.70 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2010.0,18.6 kmpl,5 Speed,Kolkata
Sedan,1,2012,₹ 1.78 Lakh,Diesel,Third Party insurance,65440 Kms,Manual,2018.0,23.03 kmpl,5 Speed,Kolkata
Sedan,1,2010,₹ 8.95 Lakh,Diesel,Comprehensive,35884 Kms,Automatic,2011.0,16.73 kmpl,8 Speed Sport,Kolkata
Hatchback,1,2015,₹ 2.39 Lakh,Petrol,Comprehensive,77500 Kms,Manual,2016.0,21.1 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 6.52 Lakh,Petrol,Comprehensive,59729 Kms,Manual,2010.0,19.33 kmpl,5-Speed,Kolkata
Sedan,1,2015,₹ 5.50 Lakh,Petrol,Comprehensive,64854 Kms,Manual,2021.0,14.28 kmpl,6 Speed,Kolkata
Sedan,1,2015,₹ 5.99 Lakh,Petrol,Comprehensive,29836 Kms,Manual,2022.0,14.28 kmpl,6 Speed,Kolkata
Hatchback,1,2014,₹ 1.99 Lakh,Petrol,Comprehensive,74094 Kms,Manual,2020.0,22.74 kmpl,5 Speed,Kolkata
Sedan,2,2018,₹ 5.75 Lakh,Petrol,Comprehensive,11590 Kms,Manual,2020.0,22 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 4.45 Lakh,Diesel,Third Party insurance,9461 Kms,Manual,2013.0,25.83 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 6.20 Lakh,Petrol,Third Party insurance,59006 Kms,Manual,2016.0,22.38 kmpl,5-Speed,Kolkata
Hatchback,1,2021,₹ 7.06 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2020.0,17.1 kmpl,5 Speed,Kolkata
Sedan,3,2014,₹ 3.63 Lakh,Diesel,Third Party insurance,150000 Kms,Manual,2019.0,21.64 kmpl,5 Speed,Kolkata
MUV,1,2022,₹ 24 Lakh,Diesel,Third Party insurance,40000 Kms,Manual,2018.0,12 kmpl,5 Speed,Kolkata
Sedan,2,2017,₹ 4.92 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2016.0,26.59 kmpl,5 Speed,Kolkata
Sedan,3,2016,₹ 3.60 Lakh,Petrol,Comprehensive,90000 Kms,Manual,2010.0,17.8 kmpl,5 Speed,Kolkata
Sedan,2,2009,₹ 2.80 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2022.0,19.3 kmpl,5 Speed,Kolkata
SUV,1,2016,₹ 16.40 Lakh,Diesel,Third Party insurance,73000 Kms,Automatic,2014.0,12.55 kmpl,5 Speed ,Kolkata
SUV,2,2012,₹ 9.50 Lakh,Diesel,Third Party insurance,150000 Kms,Automatic,2015.0,12.35 kmpl,6 Speed,Kolkata
SUV,2,2014,₹ 12.99 Lakh,Diesel,Third Party,33600 Kms,Manual,2021.0,12.55 kmpl,5 Speed,Kolkata
Hatchback,1,2010,₹ 2.50 Lakh,Petrol,Third Party,60000 Kms,Manual,2018.0,18.9 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 39.50 Lakh,Diesel,Comprehensive,82286 Kms,Automatic,2012.0,18 kmpl,9 Speed,Kolkata
Hatchback,3,2011,₹ 2.50 Lakh,Diesel,Comprehensive,59880 Kms,Manual,2020.0,23.59 kmpl,,Kolkata
Hatchback,1,2016,₹ 3.73 Lakh,Petrol,Comprehensive,29841 Kms,Manual,2019.0,18.7 kmpl,5 Speed,Kolkata
SUV,2,2010,₹ 4.15 Lakh,Petrol,Third Party insurance,10518 Kms,Manual,2021.0,14 kmpl,,Kolkata
MUV,1,2021,₹ 22 Lakh,Diesel,Third Party,6204 Kms,Manual,2021.0,12 kmpl,5 Speed,Kolkata
Hatchback,1,2022,₹ 5.17 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2016.0,25.24 kmpl,5-Speed,Kolkata
Hatchback,1,2020,₹ 4.56 Lakh,Petrol,Comprehensive,23696 Kms,Manual,2015.0,23.1 kmpl,5 Speed,Kolkata
MUV,1,2020,₹ 12.50 Lakh,Diesel,Comprehensive,112000 Kms,Manual,2015.0,17.3 kmpl,6 Speed,Kolkata
Hatchback,1,2013,₹ 3.11 Lakh,Petrol,Third Party insurance,7569 Kms,Manual,2019.0,18.5 kmpl,5 Speed,Kolkata
MUV,1,2016,₹ 9.50 Lakh,Diesel,Comprehensive,18800 Kms,Manual,2017.0,12.99 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 3.05 Lakh,Petrol,Third Party,32147 Kms,Manual,2014.0,22.05 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 5.83 Lakh,Petrol,Third Party insurance,27000 Kms,Automatic,2016.0,21.21 kmpl,5,Kolkata
Hatchback,1,2018,₹ 2.50 Lakh,Petrol,Comprehensive,35100 Kms,Automatic,2015.0,24.04 kmpl,5 Speed,Kolkata
SUV,1,2016,₹ 4.30 Lakh,Petrol,Third Party,20000 Kms,Manual,2020.0,17 kmpl,5 Speed,Kolkata
Hatchback,1,2010,₹ 1.50 Lakh,Petrol,Third Party insurance,31458 Kms,Manual,2018.0,18.6 kmpl,5 Speed,Kolkata
SUV,1,2022,₹ 6.50 Lakh,Petrol,Comprehensive,12000 Kms,Manual,2021.0,17.33 kmpl,6 Speed,Kolkata
Hatchback,1,2014,₹ 3.30 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2018.0,18.9 kmpl,5 Speed,Kolkata
Sedan,1,2015,₹ 14.99 Lakh,Petrol,Comprehensive,32000 Kms,Automatic,2013.0,15.64 kmpl,8 Speed,Kolkata
Sedan,1,2021,₹ 6.75 Lakh,Petrol,Comprehensive,37659 Kms,Manual,2018.0,18.6 kmpl,5 Speed,Kolkata
SUV,1,2018,₹ 7.75 Lakh,Diesel,Third Party insurance,31479 Kms,Automatic,2017.0,24.3 kmpl,5 Speed,Kolkata
Hatchback,1,2012,₹ 2.80 Lakh,Diesel,Comprehensive,10998 Kms,Manual,2020.0,22.9 kmpl,5 Speed ,Kolkata
Sedan,1,2020,₹ 5.88 Lakh,Petrol,Comprehensive,10000 Kms,Automatic,2018.0,22.61 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 3.29 Lakh,Petrol,Comprehensive,27370 Kms,Manual,2018.0,22.05 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 4.60 Lakh,Petrol,Comprehensive,39714 Kms,Automatic,2017.0,22 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 4.79 Lakh,CNG,Comprehensive,34000 Kms,Manual,2017.0,32.52 kmpl,5 Speed,Kolkata
Hatchback,1,2016,₹ 3.80 Lakh,Petrol,Comprehensive,41469 Kms,Manual,2012.0,20.4 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 2.35 Lakh,Petrol,Comprehensive,6033 Kms,Manual,2022.0,21.1 kmpl,5 Speed,Kolkata
Hatchback,2,2015,₹ 3.09 Lakh,Petrol,Third Party insurance,28036 Kms,Manual,2016.0,20.36 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 6.70 Lakh,Petrol,Comprehensive,19631 Kms,Manual,2014.0,21.4 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 2.69 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2019.0,24.7 kmpl,5 Speed,Kolkata
Hatchback,1,2014,₹ 2.48 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2014.0,22.74 kmpl,5 Speed,Kolkata
SUV,1,2016,₹ 3 Lakh,Diesel,Comprehensive,33197 Kms,Manual,2017.0,25.32 kmpl,5 Speed,Kolkata
Sedan,1,2015,₹ 4.60 Lakh,Petrol,Third Party insurance,29000 Kms,Manual,2009.0,17.8 kmpl,5 Speed,Kolkata
SUV,1,2020,₹ 10.75 Lakh,Diesel,Third Party insurance,60000 Kms,Manual,2009.0,15.1 kmpl,6 Speed,Kolkata
Hatchback,1,2018,₹ 5.70 Lakh,Petrol,Comprehensive,48000 Kms,Manual,2018.0,21.4 kmpl,5 Speed,Kolkata
SUV,1,2021,₹ 9.75 Lakh,Petrol,Comprehensive,10000 Kms,Automatic,2010.0,16.35 kmpl,6-Speed,Kolkata
Hatchback,1,2018,₹ 3.30 Lakh,Petrol,Comprehensive,41000 Kms,Manual,2010.0,20.51 kmpl,5 Speed,Kolkata
